gvkey,fyear,Hole_opening,Hole_closing,Non_hole
31028,2004,-0.5652413,-0.7585085,0.4026719
31028,2005,-0.5598815,-0.6667303,2.008235
31028,2006,-0.5443999,-0.5291332,1.706136
31028,2007,-0.5538852,-0.6981287,1.450924
31028,2008,-0.5542125,-0.7639781,0.4574025
31028,2009,-0.5851184,-0.7922696,0.7832984
31028,2010,-0.5852109,-0.8133399,1.062916
31028,2011,-0.593098,-0.7487837,2.822989
31028,2012,-0.5829671,-0.5451868,2.680547
31032,2008,-0.5542125,-0.785753,-0.4882901
31032,2009,-0.5851184,-0.8400447,-0.5049847
31032,2010,-0.5496304,-0.8609346,-0.5085326
31038,1996,-0.3553295,-0.216836,-0.1980749
31038,1999,-0.5015486,-0.6845384,-0.4574734
31051,1997,-0.5384985,-0.6648085,-0.526191
31051,1998,-0.5056678,-0.6718477,-0.50823
31051,2000,-0.5936202,-0.7675749,-0.4571989
31054,2003,-0.5869639,-0.8277082,-0.5131036
31054,2005,-0.4415035,-0.7968695,-0.5168122
31055,1996,-0.1653085,-0.0301717,-0.3240682
31055,1997,-0.4489098,-0.1516061,-0.3141323
31055,1998,-0.51266,-0.2350232,-0.2107643
31055,1999,0.1175473,1.055736,-0.0751062
31055,2000,-0.1916312,-0.1120433,-0.289912
31055,2001,-0.2557688,-0.1161174,-0.3519531
31055,2002,-0.5583043,-0.1947561,-0.4153433
31055,2003,-0.3965634,-0.4345887,-0.4593666
31055,2004,0.4341678,0.2142179,-0.4251712
31055,2005,-0.2378167,0.1997581,-0.4538534
31055,2006,0.4554283,0.0256962,-0.4699088
31055,2007,-0.4003176,-0.2654301,-0.4663438
31055,2008,0.1166904,-0.4334956,-0.4725673
31055,2009,-0.3798764,-0.6593081,-0.4940031
31055,2010,-0.4866687,-0.7747083,-0.4947154
31055,2011,-0.545448,-0.7767901,-0.4987399
31055,2012,-0.5464643,-0.7900589,-0.5004016
31055,2013,-0.5369499,-0.8272917,-0.5220764
31057,1996,-0.4821696,-0.4604513,-0.4051269
31057,1997,-0.4549571,-0.656064,-0.5248531
31057,1998,-0.4716955,-0.5370039,-0.4699018
31057,2000,-0.3233281,-0.6101238,-0.4197585
31058,1996,-0.1570123,-0.0325218,-0.3223061
31059,2018,-0.5858408,-0.7118127,2.200425
31059,2020,-0.5895945,-0.7921059,1.945864
31091,2017,0.2162075,-0.0918933,-0.3348683
31091,2018,0.25991,0.6368973,-0.3044606
31091,2019,0.0767159,0.3330304,-0.3252997
31091,2020,-0.2791415,0.0445274,-0.2514862
31094,2017,-0.5691308,-0.5395551,2.705228
31094,2018,-0.5858408,-0.5620058,2.716408
31094,2019,-0.5766804,-0.3763128,3.001964
31094,2020,-0.5895945,-0.5435952,2.669117
31108,2017,0.5130401,-0.2945017,-0.4754696
31108,2018,0.3248095,0.3960354,-0.2621482
31108,2019,-0.1298175,0.8682087,-0.1565815
31108,2020,0.3528872,0.9444591,-0.2409886
31112,2017,-0.5691308,-0.6275415,2.222168
31112,2018,-0.5858408,-0.4920095,2.486573
31112,2019,-0.5750575,-0.5775069,2.299829
31112,2020,-0.5895945,-0.5877755,2.388576
31125,1997,-0.5123289,-0.6672833,-0.5275289
31131,1996,-0.4553404,-0.2043189,-0.2183396
31131,2001,-0.397721,-0.5929,-0.4462604
31136,1998,-0.5465562,-0.6230631,0.1489845
31136,1999,-0.6056802,-0.2753321,1.544338
31136,2000,-0.4474484,0.2933024,1.675012
31136,2002,-0.5679788,-0.3875275,1.093238
31136,2003,1.375826,0.1139193,1.362224
31136,2005,0.2100993,-0.26462,-0.0200088
31150,1996,-0.4811402,-0.4089166,-0.3831001
31150,2001,-0.5003346,-0.6850981,-0.4621677
31150,2002,-0.5924126,-0.7196072,-0.4541525
31150,2003,-0.5115301,-0.65718,-0.4425294
31150,2004,-0.5652413,-0.7520207,-0.4468961
31154,2008,-0.4849241,-0.6862615,-0.4691856
31154,2009,-0.4479248,-0.6832303,-0.488058
31154,2010,-0.5099246,-0.7052082,-0.4935019
31154,2011,-0.4687059,-0.7136323,-0.4955117
31154,2012,-0.0678539,-0.6783685,-0.5001991
31154,2013,-0.1532719,-0.5621023,-0.5034889
31154,2014,0.1861117,-0.3618661,-0.560301
31154,2015,-0.5517608,-0.7416979,-0.6152829
31154,2016,-0.4584965,-0.7889699,-0.6341926
31154,2017,2.466278,-0.1088044,-0.5979822
31154,2018,-0.5770828,0.0536455,-0.6407143
31156,2016,5.671261,3.880628,0.0797861
31156,2017,-0.5691308,-0.7065793,-0.308231
31156,2018,-0.3857424,-0.1749155,-0.2502162
31156,2019,-0.5263457,-0.1240728,-0.3149361
31159,2000,0.9840685,-0.1631467,-0.4325042
31159,2001,1.999067,1.531208,-0.3921757
31159,2002,3.456195,0.3062122,-0.4425707
31159,2003,4.852906,1.098309,-0.344294
31159,2004,-0.3633583,0.1665124,-0.4307144
31159,2005,6.412866,2.625967,0.109429
31159,2006,0.231437,1.090402,-0.2815321
31159,2007,0.8033677,-0.2183824,-0.4706778
31159,2008,0.2485318,-0.3296045,-0.4633006
31159,2009,0.3551412,-0.2898854,-0.4663979
31159,2010,0.1199912,0.4390443,-0.4302479
31159,2011,-0.5519763,-0.1130217,-0.4674945
31159,2012,-0.22943,-0.3032416,-0.4680099
31159,2013,0.332916,-0.3127185,-0.4711982
31170,1996,1.407444,-0.2609409,-0.3707651
31170,1997,-0.3281867,-0.3001795,-0.4653161
31170,1998,0.8068845,0.6389205,-0.3981775
31170,1999,-0.1325727,-0.5427897,-0.4260658
31170,2000,-0.4187211,-0.3945272,-0.3922757
31170,2001,-0.3856563,-0.100263,-0.3696783
31170,2002,-0.5625772,-0.5975845,-0.4568956
31170,2003,0.1147847,-0.7486928,-0.504849
31170,2004,-0.4298142,-0.5639992,-0.4753401
31170,2005,-0.490036,-0.7545548,-0.5139268
31170,2019,-0.5766804,-0.9607445,-0.6829606
31170,2020,-0.5895945,-0.9455646,-0.6902968
31189,2008,-0.5542125,-0.784389,-0.4762565
31189,2009,-0.3598251,-0.6720316,-0.4623461
31189,2010,-0.457985,-0.6496603,-0.46712
31189,2011,-0.5702682,-0.7177415,-0.475824
31189,2012,-0.5428168,-0.7822145,-0.4867161
31189,2013,-0.5721514,-0.8440444,-0.5193177
31189,2014,-0.4386428,-0.7673727,-0.5590269
31189,2015,-0.5459359,-0.8507009,-0.6058353
31189,2016,-0.1899763,-0.7592061,-0.6204686
31189,2017,-0.5461903,-0.7901819,-0.6178184
31204,1996,-0.2365112,-0.2512083,-0.2659175
31204,1997,-0.0716884,0.3275902,-0.2133432
31204,1998,3.170048,2.461971,-0.081266
31204,1999,0.819018,1.95902,-0.1654169
31218,2002,-0.5924126,-0.6066926,1.626814
31218,2003,-0.5841855,-0.4727299,2.828538
31227,2000,-0.5059292,-0.7467331,-0.4559044
31227,2001,-0.4754966,-0.7195105,-0.5011405
31227,2002,-0.5774204,-0.766069,-0.5108424
31227,2003,-0.4584461,-0.7843719,-0.5092769
31227,2004,-0.37947,-0.759958,-0.4946574
31227,2005,0.6887829,-0.3267792,-0.4795909
31227,2006,-0.3525897,-0.6550567,-0.4955452
31227,2007,-0.5538852,-0.7250094,-0.4906735
31227,2008,0.4680793,-0.5470428,-0.4640911
31227,2009,-0.201269,-0.5749487,-0.4902543
31227,2010,0.4051557,-0.3156654,-0.432479
31227,2011,-0.5667531,-0.5743392,-0.4360898
31227,2012,-0.5121697,-0.6277617,-0.491089
31227,2013,-0.5159124,-0.6090338,-0.4963433
31227,2014,-0.4607216,-0.3721227,-0.4742769
31227,2015,-0.4721236,-0.7693775,-0.5965651
31227,2016,-0.5039026,-0.7422939,-0.5935339
31227,2017,-0.5691308,-0.7998372,-0.6214078
31227,2018,-0.5799061,-0.8159948,-0.6518978
31230,1997,-0.5384985,-0.5305418,-0.3509248
31230,1998,-0.4618545,-0.5972254,-0.4138188
31230,1999,-0.5603716,-0.6377763,-0.433778
31230,2002,-0.5924126,-0.748176,-0.4960096
31230,2003,-0.4844692,-0.6181697,-0.3699872
31234,1997,-0.1723577,-0.2964481,-0.2525885
31234,1998,0.3912964,-0.3062821,-0.3082756
31234,2000,1.683274,-0.4215183,-0.3635979
31234,2001,-0.5515035,-0.6236643,-0.4634175
31234,2002,-0.5310017,-0.7237347,-0.502918
31234,2003,0.0303281,-0.650988,-0.497961
31234,2004,-0.0318405,-0.6341344,-0.4860906
31234,2005,-0.5527608,-0.7678573,-0.5011735
31234,2006,-0.3487277,-0.7707395,-0.5041283
31234,2007,-0.5538852,-0.7767525,-0.4945642
31234,2008,0.8576162,-0.6002544,-0.4760369
31234,2009,-0.3004241,-0.7844708,-0.4796514
31234,2010,-0.3656477,-0.7798335,-0.4943631
31234,2011,-0.1668849,-0.7004266,-0.4953523
31236,2017,-0.0028571,0.0973759,-0.0747298
31236,2018,-0.2647471,0.8708715,-0.0143498
31236,2019,-0.3628296,0.2076907,-0.057083
31236,2020,-0.3787396,0.251627,-0.0295471
31240,1997,-0.2690313,-0.4423349,-0.4784722
31240,1998,-0.457848,-0.5510948,-0.4762429
31242,2005,-0.5582829,0.0386575,4.109998
31242,2006,-0.5448085,0.2375546,4.505699
31242,2007,1.366451,0.1188533,2.615842
31242,2008,0.0083412,1.665341,3.413718
31242,2009,2.843637,-0.2411234,3.462636
31242,2010,-0.3399778,0.6119834,3.592492
31242,2011,0.8712505,0.3539218,3.664022
31242,2012,1.8979,-0.2474315,2.411372
31242,2013,-0.5536368,-0.4925614,3.631444
31242,2014,0.5395305,0.0195385,2.558225
31242,2015,-0.5278575,-0.5797843,2.458256
31242,2016,-0.5785649,-0.6855376,2.395841
31251,2017,-0.5691308,-0.3255789,0.4317561
31251,2018,-0.5858408,-0.5123846,0.1856325
31251,2019,-0.5766804,-0.6519139,0.1491067
31251,2020,-0.5895945,-0.4133456,0.2199032
31252,2017,-0.5198002,-0.2854714,0.0153835
31265,2017,5.184084,1.431798,2.768468
31265,2018,-0.3263587,2.296542,2.124871
31265,2019,-0.5312976,0.9953864,1.849514
31265,2020,4.354367,2.248119,2.017297
31267,1999,-0.4313166,0.8391884,2.319578
31267,2000,-0.5577711,-0.1359952,1.205613
31267,2001,-0.4351254,-0.2203653,0.3898935
31267,2002,-0.5343092,-0.513815,1.531213
31267,2003,-0.5520146,-0.5569011,0.6840886
31267,2004,-0.5626522,-0.44945,2.53989
31267,2005,-0.5431191,-0.443891,1.660663
31267,2006,-0.5092155,0.4446066,3.445797
31270,2005,-0.5498722,-0.4064205,2.736503
31270,2006,-0.5382111,-0.5590433,2.237781
31270,2007,-0.5538852,-0.6861957,1.573803
31276,1997,-0.5384985,-0.4347673,1.598632
31276,1998,-0.4311219,0.9515045,3.294003
31276,1999,0.8471265,2.397359,3.853406
31276,2000,1.304219,4.394781,4.179436
31276,2001,-0.6136622,-0.6493079,1.148897
31276,2002,-0.5924126,-0.735862,0.6817788
31276,2003,-0.5869639,-0.7654666,0.5822452
31276,2004,-0.5652413,-0.7108193,0.5697523
31276,2005,-0.5598815,-0.7588454,0.4005631
31276,2006,-0.5464643,-0.6466689,0.3769395
31276,2007,-0.5490823,-0.7216731,0.6666608
31276,2008,-0.5542125,-0.7481858,0.0596345
31276,2009,-0.5851184,-0.8211901,0.5655614
31276,2010,-0.5863758,-0.8344079,1.209074
31276,2011,-0.593098,-0.7903544,1.211702
31276,2012,-0.5735906,-0.6845658,2.253746
31289,1996,-0.5154732,-0.4098591,0.0865114
31292,2017,-0.3270163,-0.7345898,-0.6207938
31292,2018,0.0103792,-0.1175913,-0.5326658
31294,2017,-0.5679734,-0.6105134,2.48958
31294,2018,-0.5832835,-0.6128961,2.540025
31294,2019,-0.5766804,-0.6297265,2.664373
31294,2020,-0.5895945,-0.652276,2.535101
31295,2018,0.2387698,-0.3957083,-0.6002952
31295,2019,3.413837,0.8701844,-0.5383726
31331,2017,0.371256,0.1131097,-0.1365056
31337,2008,-0.4928277,-0.7715499,-0.4868847
31337,2009,-0.4465875,-0.8034766,-0.5039244
31337,2010,-0.446644,-0.7928075,-0.5057535
31337,2011,-0.5271271,-0.7848786,-0.5066309
31337,2012,-0.5790775,-0.8583409,-0.5169214
31337,2013,-0.5172742,-0.8470345,-0.5331114
31337,2014,-0.5500944,-0.8492624,-0.5851681
31337,2015,-0.4877906,-0.8925878,-0.6309846
31337,2016,-0.5769646,-0.9003692,-0.638954
31337,2017,-0.5566627,-0.9021346,-0.6514456
31337,2018,-0.52274,-0.8628527,-0.6783596
31337,2019,-0.3854301,-0.8528771,-0.676348
31339,2009,-0.5475244,-0.825582,-0.5022582
31339,2010,-0.5401589,-0.839245,-0.497651
31343,2008,0.8563497,-0.1304581,-0.4290443
31343,2009,0.9286659,0.8036624,-0.4200483
31343,2010,-0.1774765,-0.3085874,-0.4615226
31343,2014,-0.3203913,-0.6875079,-0.5615751
31348,2018,-0.2967325,-0.0244432,-0.3129143
31348,2019,-0.417534,0.3846495,-0.25666
31348,2020,-0.0980548,0.4212825,-0.3536474
31366,1996,-0.5167235,-0.2028659,0.8133961
31366,1997,-0.5245953,-0.2896785,0.5153716
31366,1998,-0.528809,-0.2940466,0.0490777
31366,2000,-0.2705694,-0.6489674,-0.2822447
31366,2001,-0.5162416,-0.5383296,-0.3425223
31366,2002,-0.588965,-0.7306397,-0.2255642
31366,2003,-0.4357724,-0.5645146,-0.0761011
31366,2004,-0.5652413,-0.7430518,-0.228471
31372,2008,0.173856,-0.4273007,-0.3204783
31372,2009,-0.1612717,-0.3684092,-0.456098
31372,2010,0.7541048,-0.1606987,-0.4291127
31375,1996,-0.3468194,-0.2473134,-0.3372844
31384,2017,0.3769071,-0.0678182,-0.584569
31384,2018,0.6788557,-0.1972864,-0.6212093
31384,2019,0.4417439,0.0183599,-0.6230991
31384,2020,-0.1090665,-0.5924612,-0.6616192
31389,2008,-0.3291612,-0.6501423,-0.4765639
31389,2009,0.4657859,-0.0208038,-0.4679504
31389,2010,-0.2151161,-0.2689558,-0.4801153
31389,2011,-0.1232107,-0.6985061,-0.4957907
31389,2012,-0.4040927,-0.6789782,-0.5002801
31389,2013,-0.5454947,-0.8658609,-0.5345586
31392,1998,-0.272551,0.0008691,-0.2843205
31392,2001,-0.5610641,-0.727986,-0.480461
31392,2002,-0.5006067,-0.6586233,-0.4475489
31392,2003,-0.4664166,-0.6665523,-0.4576719
31392,2004,-0.557384,-0.7565076,-0.4724845
31392,2005,-0.1754827,-0.6566737,-0.4823608
31392,2006,-0.315377,-0.5069446,-0.4633021
31392,2007,0.1000043,-0.3684858,-0.4465451
31392,2008,-0.4581338,-0.5479221,-0.4655404
31392,2009,-0.0370088,-0.1456298,-0.3810072
31392,2010,-0.4219381,-0.3574548,-0.3803022
31392,2011,-0.574495,-0.8150647,-0.4981819
31392,2012,-0.5392939,-0.8074359,-0.5051794
31392,2013,-0.5721514,-0.8638688,-0.533428
31392,2014,-0.5690387,-0.8531731,-0.5792369
31405,2017,-0.5691308,-0.2794766,2.455197
31405,2018,-0.5858408,-0.6027037,2.291302
31405,2019,-0.5766804,-0.4791858,2.515183
31405,2020,-0.5895945,-0.3599754,2.65327
31418,1998,-0.5465562,-0.6586868,-0.4899113
31418,1999,-0.5528153,-0.6656765,-0.4218186
31418,2000,-0.2137529,-0.2876386,-0.3901846
31418,2001,-0.3937863,-0.4887624,-0.4777341
31418,2002,1.492815,0.5384894,-0.37054
31418,2003,-0.5040581,-0.4671423,-0.4369534
31418,2004,-0.2307788,-0.4755284,-0.4288667
31418,2005,-0.4248731,-0.1839648,-0.4632597
31418,2006,1.966439,0.6290578,-0.3312803
31418,2007,0.3893538,0.7827206,-0.4204917
31418,2008,-0.029585,-0.3883885,-0.4379158
31418,2009,1.977709,0.3417819,-0.1677765
31418,2010,1.500935,0.2884736,-0.1946108
31418,2011,1.325058,0.635922,-0.0200169
31418,2012,5.763508,4.052867,-0.1508544
31418,2013,-0.1689607,0.4940667,-0.4493092
31418,2014,0.1840894,-0.0863594,-0.5407501
31418,2015,0.1732445,-0.1523582,-0.5828593
31418,2016,0.145332,-0.3035151,-0.5862984
31418,2017,-0.5502348,-0.9161359,-0.6497453
31418,2018,-0.5858408,-0.9284772,-0.6791081
31418,2019,-0.5766804,-0.9576828,-0.6814138
31418,2020,-0.5832903,-0.9538551,-0.7055405
31430,1996,-0.4037227,-0.2724047,-0.3980784
31430,1997,0.5713098,0.3367717,-0.4492612
31430,1998,-0.1033185,-0.1004226,-0.4673654
31430,1999,-0.3268596,0.0156714,-0.3926464
31430,2000,-0.5911057,-0.2629804,-0.390782
31432,1996,-0.3873192,-0.1264707,0.7473157
31432,1997,-0.529721,-0.4060583,0.8540856
31432,1998,-0.5465562,-0.2999426,2.250549
31442,2017,-0.2806689,-0.3033547,-0.2725257
31442,2018,-0.5858408,-0.2449442,-0.3057815
31442,2019,-0.5324199,-0.0780947,-0.332299
31442,2020,-0.2983044,0.1309261,-0.4594285
31454,1996,3.899887,0.030176,-0.2518203
31454,1997,1.619625,4.158943,0.2118891
31454,1998,0.0303832,0.1456926,-0.2774158
31454,1999,0.4630129,0.1870067,-0.1451864
31456,2001,-0.1295107,-0.2715639,-0.2898011
31456,2002,-0.5924126,-0.5508584,-0.2984077
31456,2003,-0.5245299,-0.4217972,-0.3138995
31456,2004,-0.5135374,-0.4504512,-0.3182823
31456,2005,-0.5367811,-0.7013717,-0.3877783
31456,2006,-0.3068647,-0.4877538,-0.3245606
31456,2007,-0.3869334,-0.0737194,-0.2854964
31456,2008,-0.4776451,-0.4582492,-0.3321166
31457,2017,1.247535,0.3692284,-0.5548146
31457,2018,-0.4021968,0.525902,-0.5399307
31457,2019,0.7351171,0.87508,-0.5067017
31457,2020,0.2352895,0.1594124,-0.5624746
31458,1997,-0.5384985,-0.3659712,1.123228
31460,1996,0.1615903,-0.1996248,-0.3011604
31460,1997,3.919024,1.399469,-0.3197069
31460,1999,2.903193,0.1831525,-0.3269253
31460,2001,0.8132671,0.3119613,-0.3324099
31460,2002,-0.1865233,0.5408096,-0.2434449
31460,2003,0.4129255,1.102502,-0.1074249
31460,2004,2.188791,1.362385,-0.1804298
31460,2005,-0.428052,0.4023463,-0.3884131
31460,2006,-0.3775721,0.8807704,-0.3430256
31460,2007,4.840341,2.385071,-0.2658948
31460,2008,6.470398,5.069288,-0.1312783
31460,2009,5.533693,4.584074,-0.2569539
31460,2010,3.800896,1.956755,-0.2292909
31460,2011,0.8415306,1.25737,-0.2223543
31460,2012,2.299437,0.7053884,-0.2362876
31460,2013,1.190701,0.6415678,-0.2438063
31460,2014,-0.262174,0.0361987,-0.2744621
31460,2015,0.3612947,0.3292024,-0.3005395
31460,2016,-0.2716382,-0.0699431,-0.3789902
31460,2017,-0.2736542,-0.0988762,-0.4501075
31460,2018,0.2721398,-0.4028532,-0.5028138
31460,2019,0.0648701,-0.0829078,-0.5369418
31460,2020,-0.0824196,0.274949,-0.5524998
31462,1999,-0.4601707,1.165113,5.105013
31462,2001,-0.4407252,1.944858,5.027656
31462,2002,-0.5829949,0.8556954,4.705237
31462,2003,-0.5845634,0.4186614,4.689762
31462,2004,-0.4730281,1.526576,5.17443
31462,2005,-0.5198031,1.824632,5.368598
31462,2006,-0.5389432,0.4253501,5.186193
31462,2007,-0.5236154,0.5935881,4.663574
31462,2008,-0.5488948,-0.029707,4.113337
31462,2009,-0.5851184,0.0307506,3.462636
31465,1996,-0.1892214,-0.4563221,-0.3919108
31466,2017,-0.5627097,-0.5906864,-0.4424564
31466,2018,-0.3645304,-0.3727254,-0.5265457
31467,1996,0.4492116,0.3947303,-0.0808923
31467,2000,0.719946,-0.1175203,-0.403926
31467,2001,-0.406541,-0.6356781,-0.4851196
31477,1996,-0.2069663,-0.2743378,-0.3725272
31477,1997,-0.5366651,-0.57019,-0.4468084
31477,1998,0.0776922,-0.0764835,-0.3039073
31477,1999,-0.5139035,-0.1779773,-0.3522972
31477,2000,-0.5628343,-0.3916259,-0.4035277
31477,2001,0.8457031,0.0959023,-0.407174
31477,2002,0.3562362,0.0870218,-0.4235725
31477,2003,1.023633,-0.0677379,-0.2819197
31477,2004,-0.5652413,0.1145587,-0.3852488
31477,2005,0.827611,1.078938,-0.2773263
31477,2006,1.36488,0.6244037,-0.2837908
31477,2007,0.9598842,1.118848,-0.2525479
31477,2008,0.9774628,1.13176,-0.1216602
31477,2009,0.1293262,0.6927968,-0.1818631
31477,2010,-0.2336142,0.1234347,-0.0944454
31477,2011,0.2330897,0.2694465,-0.3321114
31477,2012,-0.0847329,1.12825,-0.3295352
31477,2013,0.2485431,0.9087277,-0.2622581
31477,2014,1.943225,0.9056418,-0.3425608
31477,2015,-0.4953595,0.4968109,-0.4624797
31477,2016,-0.1463534,-0.2102776,-0.5487206
31477,2017,0.1192513,-0.0409523,-0.5766345
31477,2018,0.1461402,-0.2444518,-0.6296189
31483,1996,0.0222739,-0.1979012,-0.3786947
31483,1997,-0.4546434,-0.2363259,-0.4245099
31483,1998,-0.0584555,-0.3074505,-0.293198
31483,1999,0.1246775,-0.2662359,-0.3605683
31483,2001,-0.458202,-0.502045,-0.3904714
31483,2002,-0.2469888,-0.5645106,-0.4248932
31483,2003,-0.529302,-0.5150172,-0.4003817
31483,2004,-0.5244216,-0.56021,-0.3635239
31483,2005,-0.0592834,-0.1419252,-0.3417278
31483,2006,-0.3680054,-0.2968817,-0.2305416
31483,2007,-0.3507259,-0.4751466,-0.3109589
31483,2008,-0.2303559,-0.4564539,-0.283016
31483,2009,-0.4675889,-0.0603051,-0.3089836
31484,1996,-0.5114475,-0.3457165,-0.1117298
31484,1997,-0.4182402,1.349808,0.4730044
31484,1998,-0.5395737,-0.1910654,-0.0384287
31484,1999,-0.120713,-0.0496571,-0.04694
31484,2000,-0.0878504,-0.4865334,-0.3429858
31488,1996,-0.5053037,-0.3786916,-0.3443329
31488,2001,-0.5657554,-0.2933111,0.013914
31488,2002,-0.5061929,-0.2653418,0.1214836
31488,2003,-0.5869639,-0.4806433,0.1193309
31488,2004,-0.5652413,-0.4538074,0.0890602
31488,2005,-0.5598815,-0.51829,0.1169887
31488,2006,-0.5464643,-0.4282939,0.2227258
31488,2007,-0.5439891,-0.4217488,0.0981146
31488,2008,-0.5509111,-0.1452182,0.253929
31488,2009,-0.5611615,-0.0765308,0.142243
31488,2010,-0.5626633,0.1649614,0.2032715
31488,2011,-0.590897,-0.2734711,0.1596039
31488,2012,-0.5646639,-0.2291677,0.0575054
31488,2013,-0.554089,-0.1034336,0.0954273
31488,2014,-0.5456115,-0.3712619,0.0096634
31494,2017,-0.1591851,-0.4429013,-0.2945818
31494,2018,0.1387445,-0.1273899,-0.3269157
31494,2019,-0.4396911,-0.0368403,-0.3490432
31494,2020,-0.5895945,-0.4342504,-0.3980514
31505,1996,0.0426751,-0.362008,-0.3637165
31505,1997,-0.0232639,-0.351743,-0.4329833
31505,1998,-0.5465562,-0.669686,-0.5016071
31507,2018,0.8506905,0.3956968,-0.3963062
31507,2019,-0.558586,-0.202144,-0.4756495
31507,2020,-0.1335843,0.0804739,-0.5085785
31509,2017,2.756139,-0.7217447,-0.2862694
31509,2018,-0.5797961,-0.6758038,-0.1333617
31509,2019,5.148026,-0.20624,-0.2258399
31511,1996,-0.5087214,-0.4128203,-0.3584301
31511,1997,-0.4291851,0.221139,0.0660569
31515,1996,-0.5167235,-0.4715785,-0.3778137
31515,1997,-0.4110547,-0.1573333,-0.1725369
31515,1998,-0.2129601,-0.2812904,-0.3929638
31516,1995,-0.5512841,-0.5637851,-0.2482609
31516,1999,-0.6102845,-0.703393,-0.4388077
31516,2000,-0.5953049,-0.7377818,-0.4363876
31516,2002,-0.5810777,-0.4653173,0.4624357
31516,2003,-0.5869639,-0.72253,0.3543961
31516,2004,0.1014289,-0.3582091,0.2521092
31516,2005,-0.5598815,-0.7593987,0.2116867
31516,2006,-0.5464643,-0.7294797,0.2861392
31516,2007,0.3895054,-0.7558298,0.1091959
31516,2008,-0.5542125,-0.732878,0.0965259
31516,2009,-0.5851184,-0.7547904,0.2165008
31516,2010,-0.5460889,-0.598298,0.3989051
31516,2011,-0.5656288,-0.6851447,-0.0255964
31516,2012,-0.5829671,-0.7489069,0.3478163
31516,2013,-0.5721514,-0.7525892,-0.1701346
31516,2014,-0.5818146,-0.8818969,-0.4283652
31516,2015,-0.4693181,-0.8553395,-0.4164392
31516,2016,-0.5441626,-0.7356884,-0.0418634
31516,2017,-0.5691308,-0.8516868,-0.0618835
31516,2018,-0.3154177,-0.9005478,-0.5301561
31516,2019,-0.3318578,-0.669471,-0.3477284
31516,2020,-0.5895945,-0.7813502,-0.3162822
31525,1996,-0.1606062,-0.4718294,-0.3927919
31525,2001,0.0941366,-0.5891494,-0.4851196
31525,2002,-0.5424374,-0.6880453,-0.4968223
31533,1996,-0.5167235,0.5401424,2.510341
31535,1996,0.9555562,1.668384,1.041594
31535,1997,4.05547,3.82711,4.220712
31535,1998,1.326701,5.281886,4.353804
31535,1999,0.9699128,3.768569,4.588633
31535,2000,-0.539826,1.7488,4.404078
31535,2001,-0.2133311,2.363853,3.861881
31535,2002,-0.420462,0.7809408,3.682787
31537,1996,3.030288,1.295222,-0.0465305
31537,1997,-0.178703,-0.1754496,-0.4789182
31537,1998,-0.0199519,-0.2947398,-0.4735655
31537,1999,3.350226,1.200835,-0.3749867
31542,2017,-0.5626146,-0.9102544,-0.6117731
31542,2018,-0.5409408,-0.8245543,-0.6150011
31542,2019,-0.5692015,-0.8901141,-0.6411194
31542,2020,-0.5693147,-0.8337371,-0.6580798
31548,1996,0.3399782,-0.4036413,-0.3927919
31548,1997,0.0145451,-0.1789423,-0.318592
31549,1996,0.1608934,-0.2851329,-0.3046847
31549,1997,-0.4540267,1.333715,0.6458177
31549,1998,-0.2713791,-0.1944785,-0.3127848
31549,1999,0.1058582,0.5471582,-0.2596394
31549,2000,-0.2896655,-0.3710249,-0.3483629
31549,2001,-0.6073239,-0.6931877,-0.4698941
31549,2002,-0.0715394,-0.365807,-0.4366782
31549,2003,-0.5831051,-0.7368587,-0.4705732
31549,2004,-0.2970015,-0.6263334,-0.4433686
31549,2005,-0.4870172,-0.6701451,-0.4687996
31549,2006,-0.5464643,-0.6910332,-0.4587282
31559,2017,0.0761886,0.3828872,1.878434
31559,2018,-0.4095391,0.5311469,1.86743
31560,1996,0.7629336,-0.4038079,-0.3866244
31560,1997,-0.301446,-0.4821158,-0.5036695
31560,1998,0.8224126,0.1268661,-0.4358011
31560,1999,0.1093499,-0.0413594,-0.4123181
31560,2000,-0.5042402,-0.3714122,-0.4101993
31560,2002,0.7109559,-0.3964649,-0.4808719
31560,2003,-0.5869639,-0.6997131,-0.497797
31560,2004,-0.3399088,-0.6414602,-0.4873224
31560,2005,-0.5271887,-0.5514679,-0.4827648
31560,2006,-0.5198035,-0.5847193,-0.483574
31560,2007,-0.1984782,-0.4412681,-0.4772281
31560,2008,-0.0434406,-0.4677915,-0.4696687
31560,2009,0.459015,-0.1962413,-0.4742743
31560,2010,0.0538808,-0.1218675,-0.4771796
31560,2011,-0.310079,-0.0139876,-0.4823998
31560,2012,-0.0267736,-0.4150114,-0.5013734
31560,2013,-0.1967143,-0.550274,-0.5203579
31560,2014,-0.0880022,-0.3479303,-0.5557758
31560,2015,-0.4555717,-0.7211171,-0.6123555
31560,2016,-0.1219819,-0.5068586,-0.6065577
31560,2017,-0.3184364,-0.7055801,-0.6261308
31560,2018,-0.3726186,-0.5486504,-0.655068
31564,1996,-0.2081596,-0.4691501,-0.4086512
31564,1997,-0.4757428,-0.5302702,-0.4795871
31564,1998,-0.3918336,-0.4626258,-0.4570788
31564,1999,-0.4891156,-0.4699879,-0.3773339
31564,2000,-0.5410219,-0.4416575,-0.4001421
