gvkey,fyear,Hole_opening,Hole_closing,Non_hole
10656,1997,-0.5180602,-0.6616376,-0.5268599
10656,1998,-0.5410209,-0.6708432,-0.50978
10656,1999,-0.527137,-0.69858,-0.4594852
10656,2000,-0.41427,-0.7189006,-0.4568006
10658,1996,-0.4228111,-0.4769564,-0.4130566
10658,1997,-0.5384985,-0.6616046,-0.526637
10658,1998,-0.4508578,-0.6687865,-0.50823
10658,1999,0.0047695,-0.581164,-0.4537849
10658,2000,0.17792,-0.155,-0.4408685
10658,2001,-0.3900893,-0.2506834,-0.4905735
10658,2002,-0.3701724,-0.5372403,-0.4990574
10658,2003,0.441027,-0.1499119,-0.4868091
10658,2004,-0.0150602,-0.3235247,-0.4790916
10658,2005,-0.2910631,-0.4097399,-0.4949988
10658,2006,0.1796766,-0.3751367,-0.4949805
10658,2007,-0.5029123,-0.5629343,-0.4896392
10658,2008,0.1031674,-0.3114471,-0.4584695
10658,2009,-0.3412373,-0.5283077,-0.4749938
10658,2010,-0.2045838,-0.542637,-0.4866912
10658,2011,-0.3718734,-0.7353954,-0.500334
10658,2016,3.608898,0.1708773,-0.56912
10658,2017,-0.3175055,-0.474206,-0.6237221
10658,2018,0.1429678,-0.4180212,-0.6447651
10658,2019,0.2982777,0.270854,-0.647268
10658,2020,-0.2091296,0.3674972,-0.6662849
10665,1996,-0.0876071,-0.0755854,-0.3355222
10665,1997,-0.0968764,-0.3079181,-0.4483692
10665,1998,-0.4730978,-0.1339713,-0.4293191
10665,1999,-0.2501587,0.1277979,-0.3718571
10670,1998,-0.5364116,-0.6610437,-0.5063981
10670,1999,0.5791439,-0.441236,-0.4359016
10670,2000,0.854232,-0.0603712,-0.3942672
10670,2002,-0.5924126,-0.7773482,-0.5128743
10676,1999,-0.574608,-0.6868308,-0.4582558
10676,2000,-0.3790557,-0.6908625,-0.4265296
10676,2001,-0.5379176,-0.7716815,-0.5059126
10676,2002,0.0221368,-0.5113877,-0.4805672
10676,2003,-0.5794482,-0.80035,-0.511245
10676,2004,-0.2684107,-0.7597537,-0.4926977
10676,2005,-0.5598815,-0.7572534,-0.5115031
10676,2006,-0.4280767,-0.7959167,-0.5028861
10676,2007,-0.54613,-0.793587,-0.492939
10676,2008,-0.2436848,-0.6616647,-0.4796821
10676,2009,-0.2753636,-0.670128,-0.4965781
10676,2010,-0.5414689,-0.7384313,-0.5023873
10678,1996,-0.5167235,0.0476474,0.7411482
10678,1997,-0.532258,-0.473258,0.0908083
10678,1998,-0.5465562,-0.6592137,-0.2710747
10678,1999,-0.6102845,-0.6108818,-0.1788293
10678,2000,-0.6240075,-0.7629826,-0.406515
10678,2002,-0.5924126,-0.7716543,-0.3686097
10678,2003,1.059726,-0.2383341,-0.2839424
10678,2004,-0.5652413,-0.6791679,-0.2009229
10678,2005,-0.5598815,-0.7355102,-0.382123
10678,2006,-0.5464643,-0.6813708,-0.3460748
10678,2007,-0.5538852,-0.8034617,-0.496485
10678,2008,-0.5542125,-0.7814599,-0.4823611
10678,2009,-0.5851184,-0.8399673,-0.5049847
10678,2010,-0.5863758,-0.8176422,-0.4344752
10678,2011,-0.593098,-0.8455493,-0.4229779
10678,2012,-0.3849528,-0.7749754,-0.4227829
10678,2013,-0.5721514,-0.8294265,-0.4427968
10678,2014,-0.5791473,-0.8747305,-0.5353901
10678,2015,-0.5642931,-0.8912926,-0.5324277
10678,2016,-0.5821217,-0.894785,-0.5526884
10678,2017,-0.5691308,-0.9119077,-0.5842857
10678,2018,-0.5672207,-0.8514915,-0.588099
10678,2019,-0.5766804,-0.8968751,-0.5747613
10678,2020,-0.5854719,-0.8125931,-0.5894226
10685,1996,-0.5035167,-0.4797014,-0.4139376
10685,1997,-0.4406215,-0.663097,-0.5270829
10685,1998,-0.5420123,-0.6710912,-0.5092163
10685,2000,-0.5112756,-0.6726736,-0.4485358
10685,2001,-0.6136622,-0.7797945,-0.5070488
10685,2002,0.5960976,-0.6270655,-0.4981431
10685,2003,-0.4450885,-0.7171935,-0.5100423
10685,2004,-0.4880415,-0.7771294,-0.4985768
10685,2005,-0.3252229,-0.6911213,-0.5110415
10685,2006,-0.3843083,-0.6812532,-0.5035072
10685,2007,0.3066115,-0.5656898,-0.4843202
10685,2008,-0.3470823,-0.6028191,-0.4793307
10685,2009,-0.1094185,-0.7126058,-0.4970325
10685,2010,-0.2731268,-0.6364753,-0.4980033
10685,2011,-0.0480097,-0.6178769,-0.503323
10685,2012,-0.028978,-0.4200158,-0.5019807
10685,2013,0.738232,-0.0250064,-0.508328
10685,2014,0.6649786,0.0523867,-0.5539744
10685,2015,-0.2579593,-0.4502133,-0.6083635
10685,2016,0.3009912,0.2136031,-0.595121
10685,2017,-0.2933659,-0.3793063,-0.6136622
10685,2018,-0.5215068,-0.5999671,-0.655024
10685,2019,0.1617189,-0.313168,-0.6625041
10686,1996,-0.5070935,-0.4529449,-0.4077701
10686,1997,-0.5384985,-0.6559274,-0.5172716
10686,1998,-0.5344997,-0.6071349,-0.4637017
10686,1999,-0.151406,-0.414998,-0.4070648
10686,2000,0.5374711,-0.2659615,-0.4062162
10686,2001,-0.4975752,-0.6873292,-0.4920506
10686,2002,1.29035,-0.2165605,-0.483107
10686,2003,-0.3152842,-0.6066792,-0.501241
10686,2004,-0.1124415,-0.4356366,-0.4852507
10686,2005,1.246456,-0.2408546,-0.4973071
10686,2006,-0.4839584,-0.4701432,-0.5001756
10686,2007,-0.1514095,-0.595298,-0.4768834
10686,2008,0.5400583,0.2809783,-0.4428346
10686,2009,0.5689092,0.4245441,-0.4397393
10686,2010,-0.1764662,-0.1442821,-0.4507976
10692,1996,2.287879,1.009436,-0.2324367
10692,1997,0.0134594,0.9017667,-0.3297413
10692,1998,0.7382029,1.47666,-0.2130189
10692,1999,0.5043647,2.551891,-0.1061784
10692,2000,0.0545825,0.1013202,-0.3271533
10692,2001,-0.4732338,-0.5297857,-0.4564865
10692,2002,-0.5196112,-0.6346726,-0.4875772
10692,2003,-0.5770127,-0.8190475,-0.5121196
10692,2004,-0.5652413,-0.797168,-0.4983529
10692,2005,-0.5598815,-0.7996944,-0.5168122
10692,2006,-0.5229883,-0.7560198,-0.5000626
10692,2007,-0.4380476,-0.7601721,-0.4914122
10692,2008,-0.5403802,-0.7720575,-0.4869286
10692,2009,1.140147,-0.1155864,-0.4605285
10692,2010,-0.5173302,-0.7138379,-0.4842252
10692,2011,-0.561972,-0.7986476,-0.4950335
10692,2012,-0.5635871,-0.7635569,-0.4845297
10692,2013,-0.5432475,-0.7316598,-0.4913234
10692,2014,-0.5533198,-0.7073085,-0.5463298
10703,1996,-0.4909898,-0.478466,-0.4139376
10719,1996,-0.4932854,-0.4594061,-0.4077701
10719,1997,-0.5371025,-0.6027315,-0.511028
10724,1996,-0.3275332,-0.3961205,-0.4130566
10724,1997,5.525808,0.5986253,-0.4403418
10724,1998,-0.540471,-0.6760392,-0.5099209
10724,2000,-0.6218202,-0.7696329,-0.4586926
10733,1996,-0.5167235,-0.4514526,-0.3628354
10733,1997,-0.5384985,-0.6672833,-0.510359
10733,1998,-0.5465562,-0.6809145,-0.4815975
10733,1999,-0.6102845,-0.6909284,-0.4589264
10733,2000,-0.5913644,-0.7757471,-0.4584934
10733,2001,-0.5469168,-0.7591673,-0.50489
10733,2002,-0.5240917,-0.738475,-0.5059659
10733,2003,-0.5834406,-0.8148531,-0.5080743
10735,1996,-0.5167235,-0.4797014,-0.3460951
10735,2002,-0.5488417,-0.7695152,-0.5126711
10735,2003,-0.3362739,-0.7037745,-0.503209
10735,2004,0.1884448,-0.3132086,-0.4782517
10735,2005,-0.4611478,-0.3195964,-0.4868043
10735,2006,-0.5297045,-0.7394685,-0.5009097
10735,2007,-0.5300576,-0.7636572,-0.4922987
10735,2008,-0.4539664,-0.5756547,-0.4766957
10735,2009,-0.1787817,-0.5124179,-0.4843848
10735,2010,-0.0387349,-0.013511,-0.4566298
10735,2011,0.6098495,0.0663104,-0.4478068
10735,2012,0.4948023,0.2912402,-0.4479675
10735,2013,-0.5608481,-0.8451934,-0.5309858
10735,2014,-0.4969169,-0.8276842,-0.5814336
10735,2015,-0.5584509,-0.8550467,-0.6276579
10735,2016,-0.1768174,-0.8863724,-0.6410547
10735,2017,-0.5160555,-0.8972296,-0.6496509
10735,2018,-0.4821388,-0.9092593,-0.6780514
10735,2019,-0.5643677,-0.9477744,-0.6808724
10735,2020,-0.5187246,-0.9029316,-0.6995476
10754,1996,-0.1546304,-0.159723,-0.2324367
10754,1997,-0.5384985,-0.6650338,-0.5018857
10764,1996,-0.5167235,-0.2105744,-0.1302323
10764,1998,0.4752313,0.4869144,0.1460253
10770,1996,-0.5167235,-0.4748673,-0.4112944
10770,1997,-0.5311036,-0.6656875,-0.5273059
10770,1998,-0.5414325,-0.6815339,-0.5100618
10787,1996,-0.5167235,-0.4797014,-0.4139376
10787,1999,-0.1968391,-0.4919042,-0.4471905
10787,2001,-0.5465742,-0.7676833,-0.5059126
10787,2002,-0.5045435,-0.7634787,-0.5115536
10787,2003,-0.568817,-0.7735463,-0.5103703
10787,2004,-0.5183604,-0.7944996,-0.4983529
10787,2005,-0.2736818,-0.6155616,-0.5139268
10787,2006,-0.4656266,-0.7510547,-0.5066129
10787,2007,3.466548,-0.1090257,-0.4476286
10787,2008,-0.0737329,-0.1015307,-0.4519697
10787,2009,0.1212086,-0.4013738,-0.49033
10787,2010,-0.3041708,-0.5514907,-0.4956548
10787,2011,-0.390207,-0.7600229,-0.5071092
10787,2012,0.2296988,-0.5062034,-0.4934779
10787,2013,-0.5644711,-0.7715745,-0.5268703
10787,2014,-0.1703007,-0.5373262,-0.5622342
10787,2015,-0.5015219,-0.7652018,-0.6149724
10789,2002,0.3986352,-0.5598477,-0.4736587
10789,2003,-0.245969,0.2661065,-0.4065589
10789,2004,0.0703629,0.1281949,-0.4163805
10789,2005,0.3136221,0.8066125,-0.3471523
10789,2006,-0.2431455,-0.1327073,-0.3763416
10789,2007,-0.1798406,-0.1714483,-0.4425066
10789,2008,-0.2837382,0.1153512,-0.4021224
10789,2009,0.213834,0.0444188,-0.4270538
10789,2010,-0.3839929,0.2618532,-0.4280559
10789,2011,-0.1232376,0.3609031,-0.4426258
10789,2012,-0.5156438,-0.0943403,-0.4401125
10789,2013,-0.1324245,-0.1294499,-0.4990116
10789,2014,-0.1354508,-0.4936338,-0.5673745
10789,2015,-0.1079235,-0.4537111,-0.5962989
10789,2016,-0.3157057,-0.3794926,-0.5896127
10789,2017,-0.2165846,-0.4818566,-0.6073807
10789,2018,-0.5574683,-0.6618245,-0.6240712
10789,2019,-0.2291222,-0.3348901,-0.6162158
10789,2020,-0.587157,-0.5138525,-0.63809
10791,1997,-0.5384985,-0.6572299,-0.510805
10791,1998,-0.472548,-0.6603777,-0.5063981
10791,1999,-0.6102845,-0.7055622,-0.4390312
10791,2006,-0.3931939,-0.0876707,0.0865818
10791,2007,-0.4338112,0.0493465,-0.0739662
10791,2008,0.1458255,0.2461785,-0.1092752
10791,2009,-0.552441,-0.8400447,-0.5047953
10791,2010,-0.56165,-0.8523833,-0.5085326
10791,2012,-0.5829671,-0.8673539,-0.5173263
10791,2013,-0.5401238,-0.8654947,-0.5343777
10791,2014,-0.5818146,-0.9015965,-0.5878481
10791,2015,-0.5642931,-0.9172245,-0.6328031
10791,2016,-0.5793567,-0.9160838,-0.6440889
10791,2017,-0.5691308,-0.9311595,-0.6530514
10793,1998,0.4788354,-0.1144244,-0.4177643
10793,2000,1.543927,0.2270194,-0.3951634
10793,2001,0.3180166,0.1221602,-0.421945
10793,2002,1.67485,1.160652,-0.386084
10793,2003,0.5029255,0.6123817,-0.4173282
10793,2004,0.2620047,0.3160216,-0.4393372
10793,2005,0.0236501,0.6331463,-0.447621
10793,2006,-0.3135533,-0.057407,-0.4630762
10793,2007,-0.1499784,-0.676686,-0.4868319
10793,2008,-0.4374456,-0.4996905,-0.465189
10793,2009,-0.5381004,-0.6811656,-0.4805224
10793,2010,-0.4113989,-0.5802785,-0.4614052
10793,2011,-0.4135082,-0.7146737,-0.4939973
10793,2012,-0.4984453,-0.5609544,-0.4688602
10793,2013,-0.5721514,-0.6143369,-0.4708364
10793,2014,-0.5207214,-0.6593128,-0.5517777
10793,2015,-0.4460218,-0.6297011,-0.5942143
10793,2016,-0.4297785,-0.7588403,-0.6101521
10793,2017,-0.3092606,-0.6682343,-0.58745
10793,2018,-0.3520736,-0.5747911,-0.6205928
10793,2019,-0.4006879,-0.4194183,-0.6136249
10793,2020,-0.4439269,-0.4689735,-0.618985
10795,1997,-0.5384985,-0.6467903,-0.5072373
10795,1998,-0.5465562,-0.6806241,-0.500057
10795,2001,-0.6136622,-0.7718505,-0.5038674
10795,2003,-0.5869639,-0.8075938,-0.493533
10795,2004,-0.5391741,-0.7640782,-0.476348
10795,2005,-0.4547848,-0.7512869,-0.4922865
10795,2006,-0.5464643,-0.7732942,-0.4971263
10809,1996,-0.0822566,-0.3772523,-0.4016026
10810,1996,0.3051399,-0.3752365,-0.4016026
10810,1999,1.622318,-0.2315758,-0.3781163
10810,2000,1.115942,0.2744013,-0.3790321
10810,2002,3.277792,0.3324182,-0.4153433
10813,1996,-0.4997306,-0.4127439,-0.3795758
10813,1997,-0.5271816,-0.5590791,-0.4905134
10813,1998,-0.4610796,-0.4915237,-0.4699018
10813,1999,-0.4158881,-0.6009671,-0.4397019
10813,2000,-0.3354234,-0.4985287,-0.4298156
10813,2001,-0.163599,-0.4332998,-0.4683033
10813,2002,0.599807,-0.106652,-0.4582163
10813,2003,0.1030862,-0.0872083,-0.454228
10813,2004,-0.061501,0.1845098,-0.43413
10813,2005,0.2544722,0.643027,-0.4390225
10813,2006,-0.4240244,-0.3131036,-0.4581635
10813,2009,0.0592136,-0.0222641,-0.4157315
10813,2010,-0.1780175,-0.4622322,-0.4351798
10813,2011,-0.4249728,-0.3359819,-0.4239743
10813,2012,0.0714622,-0.1277481,-0.4156972
10815,1996,0.0980439,-0.3392195,-0.2430096
10815,1997,-0.3992272,-0.328998,-0.1656244
10816,1996,-0.4914729,-0.4484584,-0.4121755
10816,1997,0.2775092,-0.4598213,-0.5018857
10816,2002,-0.5807295,-0.7569264,-0.5050515
10816,2003,-0.1342427,-0.5762208,-0.4929317
10816,2004,-0.5652413,-0.7644892,-0.4963931
10816,2005,-0.5598815,-0.7921857,-0.5158312
10816,2006,-0.4679941,-0.7628428,-0.5069517
10816,2007,-0.5199108,-0.7735053,-0.4937762
10816,2008,-0.2745075,-0.4874481,-0.4680437
10816,2009,-0.2613485,-0.7058839,-0.4925642
10816,2010,-0.4587444,-0.5968997,-0.4936585
10816,2011,-0.2760532,-0.5057147,-0.4827984
10816,2012,-0.5651898,-0.6920808,-0.4961907
10816,2013,-0.5611858,-0.8124256,-0.5234784
10816,2014,-0.4706666,-0.8192951,-0.576425
10816,2015,-0.5590625,-0.8210207,-0.6074764
10816,2016,-0.5795828,-0.8324735,-0.6148669
10816,2017,-0.4465871,-0.7700402,-0.6047359
10816,2018,-0.5408599,-0.6947544,-0.6211652
10827,1996,-0.1757531,-0.4297679,-0.4112944
10827,1997,-0.4932896,-0.551517,-0.5203934
10827,1998,0.0632024,-0.567193,-0.5027344
10827,1999,-0.1666787,-0.1079357,-0.418689
10827,2001,1.76267,0.2109323,-0.4397839
10827,2002,-0.5782518,-0.758535,-0.5095217
10827,2003,-0.5780385,-0.7886568,-0.5079103
10827,2004,-0.5542842,-0.7727965,-0.4948814
10827,2009,-0.5851184,-0.8400447,-0.5049847
10832,1995,-0.5512841,-0.6373745,-0.5497205
10832,1997,-0.5160319,-0.5666161,-0.4325373
10832,1998,-0.545004,-0.6360307,-0.3911319
10832,1999,-0.5922356,-0.5836883,-0.3541974
10832,2000,-0.3784126,-0.4579686,-0.2887171
10832,2001,-0.6136622,-0.7186479,-0.4078557
10832,2002,-0.5899225,-0.7372743,-0.4371862
10832,2003,-0.5673667,-0.6865948,-0.401803
10832,2004,-0.505634,-0.7371019,-0.454679
10832,2005,-0.4473622,-0.5962562,-0.3802764
10832,2006,-0.5464643,-0.6881485,-0.3880869
10832,2007,-0.5538852,-0.7120696,-0.3432179
10832,2008,-0.5144849,-0.6300817,-0.3537244
10832,2009,-0.5502317,-0.6905896,-0.4307269
10832,2010,-0.5727943,-0.7764543,-0.3642147
10832,2011,-0.5789834,-0.7190101,-0.3503246
10832,2012,-0.5370851,-0.7177403,-0.4376426
10832,2013,-0.5721514,-0.7381857,-0.4451937
10832,2014,-0.5726053,-0.8064134,-0.4670717
10832,2015,-0.3248565,-0.8663703,-0.5751859
10832,2016,-0.4962213,-0.8943216,-0.6131397
10832,2017,-0.5691308,-0.9295025,-0.627217
10832,2018,-0.5042055,-0.8593155,-0.5905647
10832,2019,-0.5403912,-0.7944453,-0.5888373
10832,2020,-0.35125,-0.3373372,-0.5392671
10840,1998,-0.3346656,-0.5340419,-0.5009025
10840,1999,-0.2561845,-0.543638,-0.4517731
10840,2000,0.3087073,-0.4997945,-0.4438558
10840,2001,-0.0114622,-0.3550387,-0.4887555
10840,2002,1.714514,0.8639082,-0.4544573
10840,2003,1.607084,0.7043064,-0.4771332
10840,2004,3.769269,1.775776,-0.4381614
10840,2005,1.23365,0.2224085,-0.4964415
10840,2006,-0.129356,-0.7077189,-0.5047495
10840,2007,-0.4256222,-0.7355894,-0.4948105
10840,2008,-0.1714878,-0.5067668,-0.4816145
10840,2009,-0.3373078,-0.7509391,-0.5017281
10840,2010,-0.4108712,-0.6766276,-0.5002344
10840,2011,-0.593098,-0.7362961,-0.5085438
10840,2012,-0.4441004,-0.7510974,-0.512589
10840,2013,-0.3017348,-0.6891755,-0.5260562
10840,2014,-0.3733198,-0.7452686,-0.58117
10840,2015,-0.5642931,-0.7675896,-0.6249967
10840,2016,-0.0699455,-0.5000675,-0.6207486
10840,2017,-0.5253912,-0.8151935,-0.6415747
10840,2018,-0.5474027,-0.8678683,-0.6711828
10840,2019,-0.5684133,-0.8401765,-0.672945
10840,2020,-0.5437297,-0.8535442,-0.6963701
10841,1996,-0.5167235,-0.4797014,-0.4139376
10841,1997,-0.5384985,-0.6672833,-0.5275289
10841,1998,-0.5465562,-0.679453,-0.5099209
10843,1996,-0.2570793,-0.170163,-0.3883865
10848,1996,-0.45933,-0.2885355,-0.1038002
10848,1997,-0.5206565,-0.1503857,0.6618726
10848,1998,0.5476942,0.5748963,0.1687122
10855,1997,-0.4363165,-0.6417468,-0.5224003
10857,1997,-0.3385667,-0.5840464,-0.5197244
10857,1998,0.2155698,-0.4992195,-0.5025935
10857,1999,-0.4117246,-0.5977632,-0.4551262
10857,2001,4.716157,1.52103,-0.3885398
10857,2002,-0.3338832,-0.5858366,-0.4962128
10857,2003,-0.1805298,-0.5666234,-0.5044116
10857,2004,0.5137534,-0.3797413,-0.4928657
10857,2005,0.0496959,-0.4236835,-0.5115608
10857,2006,-0.2307392,-0.7143949,-0.5065565
10857,2007,-0.4484813,-0.7559893,-0.496091
10857,2008,-0.227716,-0.6852264,-0.4869725
10857,2009,-0.0533498,-0.1894825,-0.4927535
10857,2010,1.534924,-0.1924533,-0.4917797
10857,2011,0.5405261,-0.5509086,-0.5062722
10857,2017,-0.5532687,-0.9145216,-0.6516345
10863,1996,-0.5167235,-0.2318472,0.6001766
10863,1997,-0.5266564,-0.3702703,0.3438962
10863,1998,-0.5465562,-0.5852922,-0.0964846
10863,2000,0.5971105,-0.5947787,-0.2269803
10868,1996,-0.5167235,-0.4503139,-0.2535825
10868,2003,-0.5869639,-0.825772,-0.4812331
10884,1996,0.5021473,0.2414841,-0.3707651
10884,1998,-0.3319866,-0.5034271,-0.4725792
10884,1999,-0.5670972,-0.6293402,-0.4326603
10884,2001,4.270646,2.185717,-0.3350232
10884,2002,1.459148,1.041093,-0.4201183
10884,2003,0.941686,-0.0172448,-0.4722132
10884,2004,0.6771874,0.6150465,-0.3995828
10884,2005,1.74155,0.8713095,-0.400474
10884,2006,5.643647,2.405453,-0.3506487
10884,2007,0.4888477,1.303492,-0.4145324
10884,2008,0.4918778,0.5243248,-0.4441522
10884,2009,1.106803,0.9960802,-0.4037275
10884,2010,0.9275025,1.0746,-0.3858604
10884,2011,1.238479,1.603554,-0.3710884
10884,2012,1.682644,2.581811,-0.3535456
10884,2013,5.113318,2.953839,-0.3281964
10888,1996,-0.5167235,-0.3045854,0.0362903
10889,1996,-0.4179044,-0.3929746,-0.3399276
10899,1996,-0.5167235,-0.471632,-0.3954351
10901,1996,-0.5167235,-0.4797014,-0.4139376
10901,1997,-0.5384985,-0.6672833,-0.5275289
10902,2008,-0.1376051,-0.6315618,-0.4762565
10902,2009,-0.283831,-0.6683139,-0.4922991
10902,2010,-0.2247504,-0.6913722,-0.4977685
10902,2011,-0.3804108,-0.6630551,-0.5053556
10902,2012,-0.4072248,-0.6038585,-0.5108479
10902,2013,0.3807137,-0.2089703,-0.5185941
10902,2014,2.772499,0.1645912,-0.5578846
10902,2015,5.031206,2.782182,-0.5421858
10902,2016,2.517272,2.049232,-0.5840577
10902,2017,1.049182,1.908669,-0.6106396
10902,2018,1.839222,0.8527415,-0.6454695
10902,2019,3.161058,1.155439,-0.6291704
10902,2020,-0.0540504,-0.2072263,-0.6853898
10903,1996,-0.3161943,-0.4236968,-0.3866244
10903,1998,-0.5188503,-0.5456406,-0.3581585
10903,1999,0.4357368,-0.2486811,-0.3407849
10903,2000,-0.242536,-0.1364871,-0.3833139
10903,2001,-0.4623191,-0.3477364,-0.3724053
10903,2002,-0.3730048,-0.3284252,-0.386592
10903,2003,-0.1067555,-0.6455507,-0.4416547
10903,2004,0.0154647,-0.247243,-0.4022704
10903,2005,-0.4397262,-0.1325792,-0.4146123
10903,2006,-0.316239,-0.3119521,-0.4288567
10903,2007,-0.53984,-0.5381585,-0.4281747
10903,2008,-0.0931302,-0.1930567,-0.4105986
10903,2009,-0.2214844,-0.1138923,-0.439247
10903,2010,0.5400577,0.4802826,-0.4071147
10903,2011,-0.5755433,-0.580468,-0.4597629
10903,2012,-0.0654161,-0.1293952,-0.4389788
10903,2013,-0.4203874,-0.0272521,-0.4200034
10903,2014,0.4690742,-0.5733882,-0.4780553
10903,2015,1.37754,-0.0662818,-0.5385043
10903,2016,-0.4764154,-0.2332467,-0.5090888
10903,2017,-0.480049,-0.4212251,-0.5425823
10903,2018,-0.1369121,-0.2439591,-0.5817588
10903,2019,0.2700322,-0.2906502,-0.6089458
10903,2020,-0.5895945,-0.412436,-0.6574765
10905,1996,-0.5167235,-0.0353489,1.566713
10905,1997,0.0184701,0.2647975,0.6076873
10905,1998,-0.5327139,-0.5106186,0.0289273
10905,1999,-0.608087,-0.6033282,-0.0718649
10905,2000,-0.6182175,-0.6891516,-0.2683041
10905,2001,-0.6136622,-0.6994687,-0.3509305
10905,2002,-0.5007569,-0.7773482,-0.5085058
10905,2003,-0.4534102,-0.7631997,-0.4430214
10905,2004,0.5280983,-0.6044831,-0.4229875
10905,2006,0.613311,-0.4194503,-0.2900587
10905,2007,-0.5538852,-0.7075349,-0.260625
10905,2008,-0.549459,-0.6595511,-0.2688304
10905,2009,-0.5806511,-0.8100331,-0.4912767
10905,2010,-0.1071122,-0.6603047,-0.334897
10905,2011,-0.492772,-0.5769894,-0.2763561
10905,2012,-0.5820831,-0.8026317,-0.3504684
10905,2013,-0.4784551,-0.7424644,-0.3551958
10905,2014,-0.5818146,-0.8742428,-0.466193
10906,1996,0.1107475,-0.2079318,-0.3971973
10906,1998,-0.3254983,-0.512499,-0.4927296
10906,2000,-0.4733232,-0.6268058,-0.4406694
10906,2001,-0.5520797,-0.7161948,-0.4985271
10906,2002,-0.4736786,-0.6615112,-0.4982447
10906,2003,-0.3029099,-0.5005341,-0.4737985
10906,2004,-0.4966433,-0.6888766,-0.476516
10906,2005,-0.2353053,-0.540598,-0.4752051
10906,2006,0.5734708,0.039397,-0.4328094
10909,1996,-0.4013,0.0130119,-0.0447683
10909,1997,-0.5379879,-0.4919858,-0.2922798
10909,1998,1.515613,0.5402739,3.565541
10909,1999,0.2197657,0.6769586,0.0573419
10916,1996,3.15003,7.125042,3.513883
10916,2003,-0.4463837,-0.3967539,0.7695867
10916,2004,2.522507,2.06566,1.263662
10916,2006,-0.5464643,-0.7414871,0.2036397
10916,2007,0.1623706,-0.0962032,0.8119001
10916,2008,-0.5526428,-0.6809018,0.2687295
10916,2011,3.174128,1.637133,1.193051
10916,2013,-0.5721514,-0.864489,-0.0977292
10916,2014,-0.5818146,-0.8969933,-0.1658995
10916,2017,-0.0967523,-0.2783567,0.634086
10916,2018,2.218837,0.8700539,1.0063
10916,2019,-0.2859696,1.511088,1.590771
10916,2020,-0.5871181,-0.8957486,-0.6445655
10930,2008,-0.2137654,-0.640092,-0.4755099
10930,2009,-0.5101998,-0.7171545,-0.4893076
10930,2010,-0.3420795,-0.7786309,-0.5054404
10930,2011,0.1362645,-0.767332,-0.5006528
10930,2013,-0.5640911,-0.8681392,-0.5347847
10930,2014,-0.5818146,-0.8912261,-0.5875844
10930,2016,-0.5313586,-0.9149883,-0.6431553
10930,2017,-0.5691308,-0.9310909,-0.6526735
10930,2018,-0.583746,-0.9294592,-0.680385
10930,2019,-0.5766804,-0.9623669,-0.6830766
10930,2020,-0.571251,-0.9465398,-0.7052992
10946,2002,-0.5924126,-0.7675061,-0.502918
10950,1996,-0.4629779,-0.3980531,-0.3760515
10950,1997,-0.5384985,-0.0402805,-0.2726571
10950,1998,-0.2339793,-0.1087241,-0.2846023
10972,1996,-0.4292709,0.1721989,-0.2447717
10972,1997,-0.0310955,-0.0600313,-0.0599295
10981,2003,-0.3601251,-0.3642413,-0.4640132
10981,2004,-0.5528531,-0.73836,-0.4783637
10981,2005,-0.4848318,-0.6964628,-0.5063671
10981,2006,-0.5288202,-0.7738845,-0.507234
10981,2007,-0.3527472,-0.7595748,-0.4938255
10981,2008,-0.4625367,-0.7254179,-0.4836347
10981,2009,-0.5431592,-0.7929792,-0.4986987
10981,2010,-0.5700553,-0.836262,-0.5061449
10981,2011,-0.593098,-0.8502946,-0.5102177
10981,2012,-0.579518,-0.8601221,-0.5164355
10981,2013,-0.5613627,-0.8545291,-0.5337445
10981,2014,-0.5818146,-0.9013355,-0.5875405
10981,2015,-0.4479748,-0.8110757,-0.6240208
10981,2016,-0.1358303,-0.5053686,-0.6127663
10981,2017,0.2060926,-0.6133107,-0.6378436
10982,1996,-0.5083007,-0.4797014,-0.4139376
10982,1997,-0.5384985,-0.6672833,-0.5275289
10982,1998,-0.5448682,-0.679521,-0.5100618
10982,1999,-0.5941339,-0.7084444,-0.4597088
10982,2000,-0.5872468,-0.7732645,-0.4593896
10982,2001,-0.607997,-0.778089,-0.5069352
10982,2002,-0.5830058,-0.7739727,-0.5126711
10982,2003,-0.5833887,-0.8275055,-0.5130489
10982,2004,-0.5652413,-0.807299,-0.4998647
10982,2005,-0.5598815,-0.800518,-0.5169853
10982,2006,-0.5464643,-0.7957074,-0.5078552
10982,2007,-0.5538852,-0.8072657,-0.4965835
10982,2008,-0.5174626,-0.7799321,-0.4880266
10982,2009,-0.5851184,-0.8400447,-0.5049847
10982,2010,-0.5513538,-0.858839,-0.5084935
10982,2011,-0.593098,-0.8574967,-0.5116923
10983,1996,-0.2916337,0.2295417,-0.3866244
10983,1997,0.0767407,-0.3189963,-0.5034465
10983,1998,-0.1991212,-0.2968912,-0.4738474
10983,1999,0.0569977,-0.2886268,-0.421595
10983,2000,-0.1192757,-0.3556445,-0.4033285
10983,2001,-0.5914549,-0.7538043,-0.5014813
10983,2002,-0.4791692,-0.6973032,-0.507185
10983,2003,0.2161984,-0.5270573,-0.496813
10983,2004,-0.4840145,-0.7721267,-0.497513
10983,2005,-0.3136711,-0.7114036,-0.5078675
